id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
902048403889847909,"Trendy Loft in Historic Gastown, Vancouver",74102696,Keenya,,Downtown Eastside,49.28251262218447,-123.10331169515848,Entire home/apt,322,3,67,2025-07-29,2.88,1,335,36,Municipal registration number: 25-157697<br />Provincial registration number: H414168255
902085850609535776,Shangri-la 5-Star Hotel Estates,143925204,James,,West End,49.28480090625892,-123.12264435345006,Entire home/apt,390,90,36,2025-06-30,1.46,2,233,2,Municipal registration number: Exempt<br />Provincial registration number: H591858427
902262743076254503,2-Bedroom Suite in Sunset Neighbourhood,516693370,Brie,,Sunset,49.22483,-123.08997,Entire home/apt,,90,5,2025-02-23,0.22,2,0,1,
902283687852576357,Big2BD/KingBed/2Bath/Office/Parking/FastWifi,508098159,Guy,,Downtown,49.27536089205516,-123.12103031887665,Entire home/apt,505,1,18,2024-09-01,0.68,1,60,1,Municipal registration number: Exempt<br />Provincial registration number: Exempt
902299347536167126,GREAT VIEW-2Bed/Pool/Gym/EV Park,252632350,Andy,,Downtown,49.27862,-123.10633,Entire home/apt,200,91,0,,,1,178,0,
902528802726626594,Modern heritage house in trendy area,214865871,Peter,,Grandview-Woodland,49.27142965519638,-123.05671182682858,Entire home/apt,352,2,4,2025-07-27,2.93,1,17,4,Municipal registration number: 25-224383<br />Provincial registration number: H311388420
903306524794529339,Upscale Yaletown Condo Free Parking and Gym,447094701,Emma Jane,,Downtown,49.27494,-123.12291,Entire home/apt,139,90,3,2024-09-23,0.12,11,273,1,
903776626612148226,"Tranquility in Kits, Vancouver",153750383,Peter,,Kitsilano,49.26616442263449,-123.1729171049037,Entire home/apt,150,90,3,2024-07-31,0.13,1,208,0,
904006680528335877,Luxury One Bedroom Corner Unit in Downtown,141983060,Amir,,Downtown,49.2811822,-123.1252069,Entire home/apt,450,2,42,2025-07-06,1.69,1,252,13,Municipal registration number: 25-158023<br />Provincial registration number: H976473383
904312737074331460,Lovely Fairview Condo with Parking,227662329,Jordan,,Fairview,49.2620311218629,-123.13202746760813,Entire home/apt,152,90,3,2024-03-02,0.14,147,343,0,
904442199486043595,"Stylish, Perfect Location Penthouse! AC & 3 BR!",170111392,Sarj,,West End,49.28230301884291,-123.12557804231837,Entire home/apt,1395,3,71,2025-07-28,2.73,1,316,25,Municipal registration number: 25-157496<br />Provincial registration number: H571407832
904540892010486246,Peaceful 2 Bedroom 2 Baths Oasis in Shaughnessy,517777069,Zhonghua,,Shaughnessy,49.24401,-123.13522,Private room,254,2,6,2025-07-11,3.00,1,44,6,Municipal registration number: 25-225122<br />Provincial registration number: PM612963682
904591542481889811,DT 2x Kings BR Massive Patio Free Parking,499268524,Xin,,Downtown Eastside,49.28126,-123.10751,Entire home/apt,181,90,5,2023-08-19,0.20,3,150,0,Municipal registration number: 23-157916
904687583963273043,Modern deluxe new suite,517805531,Vicky,,Marpole,49.216903885510455,-123.14373108772877,Entire home/apt,166,1,178,2025-07-23,6.73,1,332,76,Municipal registration number: 25-157528<br />Provincial registration number: H090056919
905229027788352951,Luxury House in Vancouver,515753411,Huong,,Victoria-Fraserview,49.210330149517546,-123.06343249997441,Entire home/apt,506,2,63,2025-07-30,2.59,1,106,33,Municipal registration number: 25-157436<br />Provincial registration number: H468237963
906013536916118083,Dreamy Character Loft in Historic Gastown,223401272,Patricia,,Downtown Eastside,49.282001960537045,-123.10494447945123,Entire home/apt,149,90,2,2024-10-24,0.08,1,358,1,
906050067003490479,room in east vancouver,518105230,Huifang,,Kensington-Cedar Cottage,49.23944,-123.06511,Private room,120,1,186,2025-07-25,7.09,1,67,115,Municipal registration number: 25-157924<br />Provincial registration number: PM287167459
906613439128557258,2 bedroom lane-way house on Dunbar,518246514,Yaqin,,Dunbar Southlands,49.24747,-123.18547,Entire home/apt,227,1,84,2025-07-12,3.29,1,277,39,Municipal registration number: 25-157574<br />Provincial registration number: H472796369
906773509905345335,Spacious 4BR Retreat near YVR and DT,513848558,Kevin,,Marpole,49.21445,-123.1308775,Entire home/apt,300,1,71,2025-07-20,2.86,1,109,24,Municipal registration number: 25-157642<br />Provincial registration number: H313236384
906850802107880741,Stylish 1 Bedroom Suite,518300639,Stanley Sonny,,Sunset,49.2210899,-123.0805867,Entire home/apt,162,2,46,2025-08-06,1.91,1,238,26,Municipal registration number: 25-157576<br />Provincial registration number: H203554628
906871814159443109,False Creek Apart w/AC & FREE parking,70268216,Misa,,Mount Pleasant,49.2688915,-123.1012099,Entire home/apt,,1,135,2025-07-15,5.61,3,11,83,Municipal registration number: 24-159697<br />Provincial registration number: PM310419381
907592458804512466,"UBC forest trailhead villa ,beaches within walking",517396405,Grady,,West Point Grey,49.25966343976348,-123.20867083626666,Entire home/apt,578,2,16,2025-07-06,0.63,1,168,3,Municipal registration number: 25-157566<br />Provincial registration number: H148738745
907920170344329492,Charming Private Parkside Space in Riley Park,5149435,Claire,,Riley Park,49.23792532072255,-123.09601331899256,Entire home/apt,149,2,104,2025-07-27,4.03,1,128,44,Municipal registration number: 24-159647<br />Provincial registration number: PM160838987
908278765908918202,Cheerful & Cozy 2BD home!,6973227,Cara,,Downtown Eastside,49.2759708,-123.0908056,Entire home/apt,,90,5,2023-08-23,0.20,1,0,0,Municipal registration number: 23-230672
908319934202930495,Home in Vancouver,485262958,Hao,,Kensington-Cedar Cottage,49.2597912,-123.0569378,Entire home/apt,336,1,48,2025-08-03,1.87,1,232,23,Municipal registration number: 25-157167<br />Provincial registration number: H445417778
908335287016951925,独立出入 一室两厅私密空间,499924165,Vivi,,Victoria-Fraserview,49.21922,-123.05171,Private room,143,90,15,2024-09-10,0.59,1,365,2,Municipal registration number: 23-240299
908352803106920011,Spacious Rustic Bungalow: Modern Twist,518676343,Wong,,Sunset,49.22194,-123.08732,Entire home/apt,,1,40,2025-07-26,1.52,1,36,14,Municipal registration number: 25-157573<br />Provincial registration number: H605235121
908712582837140154,Cozy 2-Bedroom Home in Vancouver,517357721,Zike,,Kerrisdale,49.23288,-123.14581,Private room,999,90,0,,,1,365,0,Municipal registration number: 23-233227
908965846012076156,Modern & Cozy Apartment w/ Parking,81025684,Paige,,Downtown,49.27961029999999,-123.1240422,Entire home/apt,338,2,104,2025-07-23,4.09,1,92,32,Municipal registration number: 25-157583<br />Provincial registration number: H285490318
909578425542231309,Pvt. Rooftop Patio/Pool/Sauna/Hot tub/Gym/Sleep 5!,287607431,Chao,,Downtown,49.27496,-123.12795,Entire home/apt,652,3,14,2025-07-15,0.63,4,160,11,Municipal registration number: 25-187314<br />Provincial registration number: H243279764
909595266500153260,Quilchena Garden,62807079,Andrea,,Shaughnessy,49.2388636729292,-123.15005595185649,Entire home/apt,250,90,32,2025-08-05,1.25,1,2,7,Municipal registration number: 25-157564<br />Provincial registration number: H016187969
909717940030012123,"Luxury 3BD apartment, Downtown",516601485,Shawn,,Downtown Eastside,49.2785415653356,-123.10109766490287,Entire home/apt,,90,62,2025-06-22,2.38,1,110,16,Municipal registration number: 25-157530<br />Provincial registration number: H213729581
909779914824725354,Cozy 1Bdrm Condo in historic Gastown,519018509,Corina,,Downtown Eastside,49.2818215,-123.1041773,Entire home/apt,209,90,76,2025-07-26,2.97,1,40,22,Municipal registration number: 24-159586<br />Provincial registration number: H877688805
909979958102017348,Nice and warm place to relax,244434512,Richard,,Victoria-Fraserview,49.228742865200445,-123.06053683161736,Entire home/apt,104,1,98,2025-07-23,3.79,1,308,51,Municipal registration number: 25-157208<br />Provincial registration number: H132630762
910153011106322943,Tiny Little House in Vancouver,519104998,Samuel,,Renfrew-Collingwood,49.253089388227856,-123.02580052595536,Entire home/apt,268,2,45,2025-08-03,1.74,1,70,17,Municipal registration number: 25-157587<br />Provincial registration number: H975341435
910167676201511830,Stunning Heritage Kitsilano home,448769974,Jasvinder,,Kitsilano,49.27063000850254,-123.15069669122768,Entire home/apt,900,90,4,2023-09-05,0.16,4,359,0,Municipal registration number: 23-251990
910175331391554318,Modern 1 BR Condo DT with fast Wifi & Parking!,322382486,Francis,,Downtown,49.2784951,-123.1296296,Entire home/apt,,2,89,2025-07-24,3.57,1,3,40,Municipal registration number: 25-157586<br />Provincial registration number: H055066845
910374824028986544,New Home in Kitsilano,519155716,Davis,,Kitsilano,49.26581174250252,-123.16691295281892,Entire home/apt,724,3,54,2025-07-21,2.18,1,56,28,Municipal registration number: 25-157582<br />Provincial registration number: H330530410
910857717782159449,Rogers Arena/BC Place/Jacuzzi/Pool/Sauna/Sleeps 5!,491171110,Maria,,Downtown,49.277863791108985,-123.10764591279627,Entire home/apt,328,30,193,2025-07-24,7.42,5,165,81,Municipal registration number: 25-175199<br />Provincial registration number: H343164004
910955603958603591,New House by DT Van with A/C & Street Parking,164413010,Vincent,,Renfrew-Collingwood,49.25377,-123.05524,Entire home/apt,262,90,43,2025-04-18,1.65,3,107,2,Municipal registration number: 23-226033
911057811247223067,Granville Island Waterfront Seawall Suite,67679957,Adam,,Fairview,49.26964,-123.13524,Entire home/apt,292,3,127,2025-08-04,4.88,1,236,40,Municipal registration number: 25-156052<br />Provincial registration number: H604147999
911090373597111787,Spacious family getaway - near Metro & Large Park,460595120,Connie,,Kensington-Cedar Cottage,49.25932179290139,-123.0644820423279,Entire home/apt,511,4,45,2025-08-03,1.71,1,299,14,Municipal registration number: 25-156847<br />Provincial registration number: H621016828
911533956533337010,City Charm 2 Bedrooms with  Free Parking & AC,519402901,Grzegorz,,Downtown,49.279,-123.12019,Entire home/apt,452,1,52,2025-06-21,1.98,2,237,12,Municipal registration number: 25-157488<br />Provincial registration number: H817734635
912264489312583247,A Spacious Home w/ Vintage Charm,519603823,Tayvn,,Hastings-Sunrise,49.281376954354656,-123.02776981174607,Entire home/apt,400,90,3,2024-07-04,0.13,1,363,0,
912400065289847628,98 Walk Score / AC / Free Parking / Ocean View,3068870,Christina,,Downtown,49.2745482,-123.127821,Entire home/apt,200,90,49,2025-05-30,1.93,1,123,4,Municipal registration number: 24-159731
912440655777015709,*Pacific Villa* Family-Run 3 Bedroom & 3 Bathroom,214689184,Nikos,,Arbutus Ridge,49.257219723331175,-123.1624471449829,Entire home/apt,648,3,74,2025-07-28,3.01,1,297,39,Municipal registration number: 25-157669<br />Provincial registration number: H916088234
912493456676691197,Heritage South Granville Studio,519680058,Lin,,Fairview,49.2605476,-123.1406583,Entire home/apt,193,2,53,2025-07-07,2.06,1,144,17,Municipal registration number: 25-157921<br />Provincial registration number: H241803442
913254521481023785,Downtown x High Rise x 2 BDR,349804247,Εlvis,,Downtown Eastside,49.28001979964178,-123.10986882607094,Entire home/apt,379,1,121,2025-07-23,4.62,35,65,58,Municipal registration number: 25-157538<br />Provincial registration number: H787747141
913289810740779080,"Beautiful, quiet house for vacation and enjoyment",475400228,Anni,,Arbutus Ridge,49.2566251,-123.1743687,Entire home/apt,586,1,3,2024-07-29,0.21,4,249,0,Municipal registration number: 25-157621<br />Provincial registration number: H587227609
913689178509483854,"Modern, Cozy, Designer Laneway House - 90 days min",116924179,Cynthia,,Kensington-Cedar Cottage,49.24441436302679,-123.06156557586394,Entire home/apt,110,90,3,2024-08-01,0.16,1,130,0,Municipal registration number: 24-119898
913780341436109726,Brand New Amazing Duplex | 3B3B | East Vancouver,349804247,Εlvis,,Sunset,49.214071053406464,-123.10010862768378,Entire home/apt,476,1,104,2025-07-17,3.97,35,117,38,Municipal registration number: 25-158054<br />Provincial registration number: H407299954
913818651553735155,Silver Pearl by the Sea,263264899,Michiko,,Downtown,49.27518763406278,-123.12820786849251,Entire home/apt,158,90,43,2025-03-29,1.71,2,364,12,Municipal registration number: 25-156313
913972308748448291,"Cute, Cozy Studio Townhouse",293583929,Stephen Robert,,Oakridge,49.22710559999999,-123.1175395,Entire home/apt,70,90,8,2025-07-17,0.33,5,268,3,
914167814583406410,1BR Condo w/ pool-Great location,520109966,Farah,,Downtown,49.285579674305815,-123.12215023768461,Entire home/apt,283,2,85,2025-08-06,4.40,1,316,46,Municipal registration number: 25-157594<br />Provincial registration number: H549385329
914516330656286279,"Brand new, peaceful first floor room for staying",475400228,Anni,,Arbutus Ridge,49.2559164,-123.1743876,Private room,255,1,2,2024-07-22,0.08,4,224,0,Municipal registration number: 25-157621<br />Provincial registration number: H587227609
914558293896528151,Classic Carriage House in Marpole,33942260,Hanchen Peter,,Marpole,49.21296845314023,-123.135390585301,Entire home/apt,148,90,61,2025-08-01,2.36,1,108,27,Municipal registration number: 23-158569<br />Provincial registration number: H547243043
914640809963596171,waterfront   sub penthouse available august first,14098002,John,,Downtown,49.27294,-123.11997,Entire home/apt,316,90,0,,,1,365,0,
914716682730240074,Cozy 1 bedroom close  airport,407628686,Jason Dong Lin,,Marpole,49.21067,-123.13284,Private room,63,3,44,2025-07-14,1.70,6,45,27,Municipal registration number: 23-205179<br />Provincial registration number: Exempt
914805214322445739,"Peaceful, quiet second-floor room for staying (E)",475400228,Anni,,Arbutus Ridge,49.2559164,-123.1743876,Private room,255,1,7,2025-07-07,0.27,4,224,2,Municipal registration number: 25-157621<br />Provincial registration number: H587227609
914818655802625274,"Peaceful, quiet second-floor room for staying (W)",475400228,Anni,,Arbutus Ridge,49.2559164,-123.1743876,Private room,246,1,6,2025-06-16,0.24,4,223,3,Municipal registration number: 25-157621<br />Provincial registration number: H587227609
915129097516640583,Private Bedroom 2 in Sub-Penthouse,19658238,Brian,,Downtown,49.2775648,-123.1273401,Private room,55,90,4,2025-01-19,0.17,8,274,1,
915368159269182821,Guest House in Vancouver,407713060,Ankit,,Hastings-Sunrise,49.2686718,-123.0394189,Entire home/apt,196,2,40,2025-07-23,1.56,1,293,15,Municipal registration number: 25-158152<br />Provincial registration number: H240505967
915946955843511628,Entire condo in Mount Pleasant + Parking,520516320,Flamingo,,Mount Pleasant,49.26598,-123.09976,Entire home/apt,320,1,94,2025-08-04,3.77,1,229,43,Municipal registration number: 25-157603<br />Provincial registration number: H187341728
916108130169742809,Elegant 2-bdr Suite | Van West,349804247,Εlvis,,Shaughnessy,49.24181059069666,-123.14461126654267,Entire home/apt,321,1,160,2025-07-26,6.22,35,83,81,Municipal registration number: 25-157485<br />Provincial registration number: H775397256
916231929407852911,"Gastown Artist's Loft! 2 Bedroom, Chic & Spacious",350743596,Michelle,,Downtown Eastside,49.28135115602552,-123.10370837204727,Entire home/apt,517,4,23,2025-08-09,0.96,1,117,15,Municipal registration number: 23-157458<br />Provincial registration number: H881780646
916274577512294771,Vancouver downtown apartment,70859325,Levon,,Downtown,49.275821158071686,-123.11411663889885,Entire home/apt,150,90,3,2024-04-01,0.13,1,293,0,
916558891909669339,Cozy Suite Close to UBC and Downtown,285402281,Angie,,Dunbar Southlands,49.25618,-123.18349,Entire home/apt,,90,6,2023-08-01,0.23,1,0,0,Municipal registration number: 825304
916986233160730510,1 bedroom close to Airport,407628686,Jason Dong Lin,,Marpole,49.211340789439475,-123.13206061720848,Private room,63,3,15,2025-06-19,0.59,6,245,7,Municipal registration number: 23-205179<br />Provincial registration number: Exempt
917036298531807378,Marine Gateway Room 2,72620554,Shelly,,Marpole,49.20835,-123.12158,Private room,137,90,17,2023-09-25,0.66,1,359,0,Municipal registration number: 23-243401
917338030042824243,"Entire guest suite,own bath, double size bed",75473102,Mei Hui,,Sunset,49.21962105203232,-123.10383402826784,Private room,170,2,101,2025-07-26,4.00,1,64,67,Municipal registration number: 25-157456<br />Provincial registration number: H740484291
917505016011969513,Cambie Village Guest Room,50918374,Reid,,Riley Park,49.25496,-123.11473,Private room,,90,32,2024-12-08,1.25,1,0,15,Municipal registration number: 23-217109
917751986527036674,Spacious home 15mins to Downtown,122460823,Lili,,Victoria-Fraserview,49.22495,-123.06707,Entire home/apt,264,1,29,2025-07-25,1.15,1,64,14,Municipal registration number: 24-159595<br />Provincial registration number: H895712172
917981296815917269,Stylish and Functional Townhouse - Courtyard View,521020873,William,,Downtown,49.2754007347002,-123.11694696602132,Private room,115,90,4,2024-08-04,0.16,3,364,0,
918253031835907693,Newly Furnished Downtown Suite,227662329,Jordan,,Downtown,49.277673541728255,-123.10713447911007,Entire home/apt,188,90,26,2025-05-01,1.01,147,255,4,Municipal registration number: 30 Day Minimum
919008235292911083,Vancouver’s Homey LanewayHouse,180203736,Tiffany,,Kensington-Cedar Cottage,49.23383009703938,-123.07369776070118,Entire home/apt,265,1,80,2025-07-06,3.20,1,36,22,Municipal registration number: 25-157604<br />Provincial registration number: H944511754
919033514772485676,"Creative hideaway, next to beach",30550297,Amanda,,West End,49.29171542567345,-123.13987774602806,Entire home/apt,80,90,3,2024-05-18,0.13,1,145,0,
919615393479922137,Private 2 Bed Suite near DT Van,164413010,Vincent,,Renfrew-Collingwood,49.25471,-123.05513,Entire home/apt,143,90,9,2024-09-14,0.36,3,323,2,Municipal registration number: 24-170486
919660895959242359,Quaint and Cozy 2 Bedroom Suite,90071865,Katey,,Grandview-Woodland,49.27026964125709,-123.05715255439283,Entire home/apt,232,2,58,2025-07-26,2.28,1,110,26,Municipal registration number: 25-158124<br />Provincial registration number: H838955046
920249665610178383,Newly Renovated Condo off Main Street,227662329,Jordan,,Mount Pleasant,49.25766766748557,-123.10492695361935,Entire home/apt,119,90,17,2025-04-05,0.68,147,170,3,Municipal registration number: 23-177327
920622394702925190,Stunning New Kitsilano Garden Suite,422047568,Cristina,,Kitsilano,49.25795172965554,-123.1629524058301,Entire home/apt,545,2,66,2025-08-04,2.62,1,214,29,Municipal registration number: License #25-157620<br />Provincial registration number: H213925058
921650481480517251,Downtown Park & Water View Condo!,521938164,Olga,,Downtown,49.2788408,-123.107399,Entire home/apt,440,2,89,2025-08-04,3.51,1,27,43,Municipal registration number: #25-157572<br />Provincial registration number: H349939382
921788305000768403,"Entire Space Modern Apt Downtown Van Area 2Bd, 2Br",221361877,Paul,,Downtown Eastside,49.28134,-123.09322,Entire home/apt,346,6,36,2025-07-07,1.47,1,339,10,Municipal registration number: 25-158104<br />Provincial registration number: H879678075
923208916196239749,Family Friendly Home in Vancouver,21183014,Patrick,,Kensington-Cedar Cottage,49.24360258056196,-123.0821631919701,Entire home/apt,,90,0,,,1,0,0,Municipal registration number: 23-246526
923240504497813548,Harmony Heights: Stylish 1BR in Mount Pleasant,522383350,Theresa,,Mount Pleasant,49.26801,-123.1024,Entire home/apt,107,90,83,2025-02-28,3.23,1,2,25,Municipal registration number: 24-159685
923442041508805358,Private Suite +KING BED+Kitchen+Living+Bathroom,83871,Nian Hong,,Renfrew-Collingwood,49.23297,-123.05279,Entire home/apt,141,1,95,2025-08-09,3.71,4,100,34,Municipal registration number: 25-156162<br />Provincial registration number: H022169143
923558137054631592,Mount Pleasant Live & Work Loft,522475412,Yiding,,Strathcona,49.26761,-123.09649,Entire home/apt,296,1,197,2025-08-04,7.70,1,112,99,Municipal registration number: 25-157556<br />Provincial registration number: H419772529
924790876033392524,"Amazing ocean view, 2 bd 1 bath . 1 Parking",485229502,Aj,,Downtown,49.2788408,-123.107399,Entire home/apt,322,3,82,2025-07-17,3.30,1,113,41,Municipal registration number: 25-156972<br />Provincial registration number: H169851570
924872405479505789,"Cozy, Private 1-Bedroom Suite",59832125,Julianne,,Dunbar Southlands,49.23744,-123.17619,Entire home/apt,170,2,47,2025-08-04,1.99,1,322,26,Municipal registration number: 25-157610<br />Provincial registration number: H769954612
925069705623551897,Modern Laneway House in Oakridge,122353546,Adrian,,Oakridge,49.226814495139976,-123.11401434803221,Entire home/apt,225,2,40,2025-07-19,3.28,1,105,40,Municipal registration number: 25-158553<br />Provincial registration number: H354124552
925104291652055577,Cozy Bungalow| Commercial Drive| Steps To Skytrain,491249409,Carlos,,Grandview-Woodland,49.26372,-123.06678,Entire home/apt,457,1,126,2025-08-04,4.99,10,301,56,Municipal registration number: 25-157563<br />Provincial registration number: H426029978
925332998827872062,Modern Mt. Pleasant 1BR Guest Suite,16687068,Amanda,,Riley Park,49.25537,-123.09833,Entire home/apt,174,3,84,2025-08-06,3.32,1,185,41,Municipal registration number: 25-157633<br />Provincial registration number: H632956900
925648624985397790,Private guest suite in central Vancouver,523003176,Qiangwei,,Kensington-Cedar Cottage,49.25875,-123.07181,Private room,123,1,153,2025-08-09,5.97,1,197,80,Municipal registration number: 25-157623<br />Provincial registration number: H365936497
926245977091142008,Live in style above a bakery!,88803585,James,,Kensington-Cedar Cottage,49.2495395,-123.0899101,Entire home/apt,96,90,5,2024-03-05,0.21,1,234,0,
926911821125640721,Cozy Two-Bedroom Basement Retreat,349804247,Εlvis,,Oakridge,49.22440567525131,-123.13150252623723,Entire home/apt,186,1,47,2025-07-22,1.85,35,30,25,Municipal registration number: 25-158501<br />Provincial registration number: H151629254
927129127894197313,温哥华漂亮的公寓,182752945,艾米,,Downtown,49.275316579778604,-123.11517488916891,Entire home/apt,289,90,0,,,4,362,0,Municipal registration number: Exempt
927133113296656494,Well Located Fairview Apartment,94188918,Courtney,,Fairview,49.258803340891085,-123.12531106909485,Entire home/apt,105,90,0,,,1,141,0,
927505979510017080,Private Bedroom 3 in Sub-Penthouse,19658238,Brian,,Downtown,49.27867150790426,-123.128222511061,Private room,55,90,1,2024-08-31,0.09,8,245,1,
927507174828178554,Stylish and Functional Townhouse - Street View,521020873,William,,Downtown,49.2760138208724,-123.11723122098961,Private room,140,90,1,2023-10-21,0.05,3,364,0,
927541737717014027,Apartment by Kitsilano beach,400457123,Marcello,,Kitsilano,49.271520022202814,-123.15184194597018,Entire home/apt,369,3,38,2025-08-04,1.51,1,16,18,Municipal registration number: 25-157640<br />Provincial registration number: H968165071
927578140607100484,"Luxury 3BR/4Bath New House in Kitsilano, Vancouver",523156331,Marek,,Kitsilano,49.25897,-123.18016,Entire home/apt,,2,34,2025-07-15,1.37,1,268,13,Municipal registration number: 25-157635<br />Provincial registration number: H746537197
927653958939762248,Relocation special/Kits garden View Condo,17849555,Tracy,,Kitsilano,49.26488800543703,-123.14631809427024,Entire home/apt,118,90,3,2024-09-03,0.13,1,343,1,Municipal registration number: Exempt
927692108400643914,Downtown Luxury Full 1BR Condo Coal Harbour,69460461,Razy,,Downtown,49.28798797153619,-123.12264352430735,Entire home/apt,350,1,70,2025-07-09,3.05,1,267,27,Municipal registration number: 25-157705<br />Provincial registration number: H334031514
927723274466162190,Modern two-bedroom duplex right on Main St.,523567140,David,,Sunset,49.230365522239374,-123.10256068381526,Entire home/apt,274,3,39,2025-08-03,1.61,1,38,18,Municipal registration number: 25-157704<br />Provincial registration number: PM779444383
927782790833045849,Entire 1 bedroom apartment! Great for relocation!,56384031,Maddi,,Downtown,49.27824189130892,-123.12951989471912,Entire home/apt,140,90,2,2025-04-19,0.24,1,232,2,
927814314132024763,Stunning/Spacious Commercial Drive Character Home!,15910642,Susana,,Kensington-Cedar Cottage,49.26022,-123.07107,Entire home/apt,262,2,84,2025-08-02,3.31,1,302,41,Municipal registration number: 25-157644<br />Provincial registration number: H677051588
927972628911234207,Panoramic Water and City View in Yaletown,44662337,Jason,,Downtown,49.27482607398765,-123.12671071592415,Entire home/apt,558,1,97,2025-07-28,3.93,1,313,51,Municipal registration number: 25-157630<br />Provincial registration number: H642792666
928106511382535225,Cozy studio suite in the heart of Little Italy,6466373,Theresa,,Grandview-Woodland,49.27027469999999,-123.0666603,Entire home/apt,197,1,41,2025-08-06,3.08,1,199,38,Municipal registration number: 25-158488<br />Provincial registration number: H821664340
928202990992852367,Luxurious rooms in the heart of Vancouver,213150368,Jenny,,Riley Park,49.23665093462418,-123.10715976334461,Entire home/apt,813,2,52,2025-07-27,2.30,2,268,34,Municipal registration number: 25-156863<br />Provincial registration number: H393592671
928288247807831041,"2 BR Downtown Oasis, AC & stunning views",96705185,Polina,,West End,49.282348453233126,-123.12577088916197,Entire home/apt,499,2,94,2025-07-23,3.83,2,180,34,Municipal registration number: 25-157646<br />Provincial registration number: H578777146
928370823275734824,Heart of Coal Harbour Townhouse,104424927,Barbara Susan,,Downtown,49.28848,-123.12297,Entire home/apt,,5,11,2025-07-28,0.45,1,6,5,Municipal registration number: 25-156311<br />Provincial registration number: H002724454
928373735569317185,Downtown Van Appartment  2 BDR&2 full BATH,521958740,Claudia,,Downtown,49.277394237532675,-123.12664915194563,Entire home/apt,,90,0,,,1,0,0,
928558980701087563,Luxury New Ocean Fireworks View 5 Star Amenity,48198680,Kacy,,Downtown,49.27860664240767,-123.12863009977691,Entire home/apt,134,90,2,2023-11-23,0.08,1,278,0,
929188800493405854,Skyline Panoramic Views 3BED in Downtown Vancouver,521515205,Karrie,,Mount Pleasant,49.26839,-123.11114,Entire home/apt,485,90,27,2025-04-02,1.12,1,365,17,Municipal registration number: 25-158088
929357162785899439,Stylish and Functional Townhouse,521020873,William,,Downtown,49.27655,-123.11724,Private room,212,90,0,,,3,364,0,
929673157473474479,South Slope Cove,24133365,Kristin,,Victoria-Fraserview,49.21624709412279,-123.06960959962655,Entire home/apt,170,1,171,2025-08-08,8.45,1,249,84,Municipal registration number: 25-157917<br />Provincial registration number: H966730458
929777684954989378,Kits Beach Flat,26377172,Megan,,Kitsilano,49.26841,-123.16835,Entire home/apt,347,2,47,2025-08-07,2.39,1,5,38,Municipal registration number: 25-158082<br />Provincial registration number: H469605507
929784131776505252,Downtown Vancouver's best area,276467606,Hamed,,Downtown,49.2869175144168,-123.12317815759836,Entire home/apt,,93,0,,,2,0,0,
929869898453984589,Modern House With Patio,99156687,Jasmeet,,Sunset,49.22463449563965,-123.08950919036347,Entire home/apt,,2,35,2025-07-19,1.39,1,234,12,Municipal registration number: 23-224788<br />Provincial registration number: H585027890
930518048216588894,Urban Zen Studio suite in the heart of Vancouver,237748990,Marian,,Downtown Eastside,49.28221,-123.10571,Entire home/apt,285,1,85,2025-08-04,3.52,1,219,39,Municipal registration number: 24-159878<br />Provincial registration number: H061985761
930626345764240525,Our heart in Vancouver,1191793,Aparna,,Oakridge,49.23089081647191,-123.12771537390175,Private room,,1,6,2024-05-25,0.24,1,357,0,Municipal registration number: 25-157731<br />Provincial registration number: H467657577
930670069323180460,Casa Point Grey,16885391,Tamara,,West Point Grey,49.26317029710342,-123.19932079744727,Entire home/apt,211,1,69,2025-07-29,2.92,1,7,33,Municipal registration number: 25-157592<br />Provincial registration number: H015690169
931085965769702055,Charming Riverside Villa /Golf/Airport/UBC,524472595,Nicolette,,Dunbar Southlands,49.217777653492035,-123.18329070178166,Entire home/apt,565,2,12,2025-07-06,0.48,2,248,2,Municipal registration number: 25-155200<br />Provincial registration number: H020283353
931320105499392918,Heavenly Haven in Vancouver's Vibrant Mt Pleasant!,143442639,Carey,,Mount Pleasant,49.26124,-123.11067,Entire home/apt,,90,3,2024-09-02,0.13,2,145,1,
931970052353415368,Luxury Loft with Free Parking near Yaletown,522258241,Shylo,,Downtown,49.27832937157617,-123.12250299336729,Entire home/apt,380,1,102,2025-07-29,4.11,1,190,35,Municipal registration number: 25-157665<br />Provincial registration number: H892187294
932726883572575388,Living in style - double bed,189413853,Irene,,Hastings-Sunrise,49.27701,-123.02474,Private room,117,4,2,2025-06-27,0.57,5,235,2,Municipal registration number: 25-158128<br />Provincial registration number: H280415433
932887118507573731,Licensed 2025 Modern with AC near the PNE,524969798,Fiona,,Hastings-Sunrise,49.287710697505204,-123.04735171684176,Entire home/apt,165,3,19,2025-08-01,0.84,1,40,11,Municipal registration number: 25-157678<br />Provincial registration number: H046864599
933243626370919149,Beautiful Place With Water and Mountain Views,44458235,Lee,,Downtown,49.27548,-123.12709,Entire home/apt,451,3,73,2025-08-01,2.98,1,199,38,Municipal registration number: 25-157580<br />Provincial registration number: H016720580
933351972049514796,UR Best Life @Best Location.,17190273,Leroy,,Downtown,49.27501031020514,-123.11655157959825,Private room,139,90,0,,,1,364,0,
